data/kotta/par1.knf      058
data/kotta/ahol2.knf     062
data/kotta/felj3.knf     058
data/kotta/megr4.knf     056
data/kotta/enm5a.knf     060
data/kotta/enm5b.knf     062
data/kotta/enm5c.knf     076
data/kotta/elm6.knf      058
data/kotta/elm7.knf      058
data/kotta/szall8.knf    062
data/kotta/szall9.knf    062
data/kotta/egysz10.knf   060
data/kotta/egysz11.knf   058
data/kotta/latom12.knf   110
data/kotta/latom13.knf   106
data/kotta/ahol14.knf    062
data/kotta/elmegy15.knf  058
data/kotta/totik16.knf   076
data/kotta/tot16b.knf    062
data/kotta/tot16c.knf    060
data/kotta/tot16d.knf    056
data/kotta/lat17.knf     104
data/kotta/aszer18.knf   106
data/kotta/asz18b.knf    060
data/kotta/azth19.knf    058
data/kotta/kita20.knf    058
data/kotta/hale21.knf    088
data/kotta/hale21b.knf   084
data/kotta/kes22.knf     088
data/kotta/kes22b.knf    102
data/kotta/kes22c.knf    088
data/kotta/kes22d.knf    076
data/kotta/bus23.knf     092
data/kotta/elel24.knf    066
data/kotta/elb25.knf     082
data/kotta/ban26.knf     074
data/kotta/aki27.knf     074
data/kotta/szab28a.knf   080
data/kotta/ver28b.knf    074
data/kotta/bus29.knf     088
data/kotta/ajis30.knf    074
data/kotta/akit31.knf    074
data/kotta/veres32.knf   076
data/kotta/sejis33.knf   078
data/kotta/elm34.knf     074
data/kotta/ugyel35.knf   076
data/kotta/ugye35b.knf   076
data/kotta/felj36.knf    074
data/kotta/ugyb36b.knf   074
data/kotta/mikor37.knf   074
data/kotta/enis38.knf    074
data/kotta/ujan39.knf    074
data/kotta/enis40.knf    074
data/kotta/hozd41.knf    074
data/kotta/fuj42.knf     072
data/kotta/meny43.knf    084
data/kotta/banat44.knf   074
data/kotta/bus45.knf     074
data/kotta/kics46.knf    074
data/kotta/enis47.knf    072
data/kotta/fels48.knf    074
data/kotta/csill49.knf   076
data/kotta/enis50.knf    078
data/kotta/budo51.knf    090
data/kotta/kelet52.knf   074
data/kotta/ban53.knf     074
data/kotta/hozd54.knf    074
data/kotta/nap55.knf     074
data/kotta/bus56.knf     076
data/kotta/hozd56b.knf   082
data/kotta/madar57.knf   080
data/kotta/ugyel58.knf   080
data/kotta/enis59.knf    074
data/kotta/arva59b.knf   072
data/kotta/ides60.knf    076
data/kotta/bus61.knf     074
data/kotta/fels62.knf    078
data/kotta/fels63.knf    074
data/kotta/fels63b.knf   074
data/kotta/tot64.knf     078
data/kotta/enel65.knf    074
data/kotta/ucca66.knf    074
data/kotta/busul67.knf   074
data/kotta/tegn68.knf    074
data/kotta/sira69.knf    074
data/kotta/edes70.knf    074
data/kotta/veraz71.knf   076
